,Unnamed: 0,plot_ID_from_plot,farm_ID,Object.state,Status,Accuracy,collection_date_from_plot,plot_number,plot_owner,plot_area,plot_boundary,plot_lat_long,plot_soil_type,plot_soil_color,plot_soil_quality,plot_topography,season_ID,plot_ID_from_season,validation,collection_date_from_season,farmed_season1,plot_number_season1,crop_grown_season1,secondary_crop_grown_season1,reason_for_crop_season1,production_season1,labor_type_season1,hired_labor_days_season1,hired_labor_cost_season1,tractor_season1,combine_season1,baler_season1,tiller_season1,seed_drill_season1,van_season1,motor_pump_season1,weeder_season1,sprayer_season1,harrow_season1,cart_season1,plow_season1,other_equipment_season1,used_animal_season1,animal_type_season1,secondary_animal_type_season1,labor_soil_preparation_season1,harrowing_season1,sowing_date_season1,seed_variety_season1,reason_for_seed_variety_season1,row_spacing_season1,seed_amount_season1,num_seeds_per_hole_season1,seed_cost_season1,weed_season1,weed_method_season1,ridging_season1,other_management_season1,used_fertilizer_season1,fertilizer_num_sacks_season1,fertilizer_type_season1,fertilizer_formula_season1,fertilizer_amount_season1,insecticide_season1,insecticide_brand_season1,fungicide_season1,fungicide_brand_season1,herbicide_season1,herbicide_brand_season1,harvest_date_season1,harvest_duration_season1,harvest_num_sacks_season1,kg_per_sack_season1,storage_place_season1,secondary_storage_place_season1,harvest_sold_season1,harvest_sold_place_season1,selling_date_season1,selling_duration_season1,plot_insurance_season1,insurance_premium_season1,insurance_compensation_season1,insurance_compensation_amount_season1,insurance_satisfaction_season1,farmed_season2,plot_number_season2,crop_grown_season2,reason_for_crop_season2,plot_insurance_season2,area_sown_season2,first_rainfall_date_season2,sowing_date_season2,seed_amount_demanded_season2,seed_amount_received_season2,seed_value_season2,seed_variety_season2,seed_provider_season2,seed_payment_method_season2,fertilizer1_application_season2,fertilizer1_type_season2,fertilizer1_why_not_applied_season2,fertilizer1_date_season2,fertilizer1_type_season2.1,fertilizer1_amount_season2,fertilizer1_cost_season2,fertilizer2_application_season2,fertilizer2_date_season2,fertilizer2_type_season2,fertilizer2_amount_season2,fertilize2_cost_season2,used_other_inputs_season2,other_inputs_type_season2,received_credit_season2,credit_amount_demanded_season2,credit_amount_received_season2,credit_source_season2,interest_rate_season2,farmed_dry_season,crop_grown_dry_season,fertilizer_type_dry_season,irrigation_method_dry_season,irrigation_cost_dry_season,irrigation_source_dry_season
2174,2174,7922,7276,Validated,Enable,2,11/23/16 11:10,1,owned,1,8749,-14.30183270106 | 16.408023393395,Autres,black,medium,flat,7333,7922,validated,11/23/16 11:11,yes,,irrigated_rice,,cash,4,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/11/16,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,Propanil et Weedone,8/16/16,1,4,80,shop,,520,market,9/25/16,2,yes,0,no,0,,yes,,irrigated_rice,cash,yes,1,0000-00-00,8/26/16,120,120,42000,,Pellital,cash,yes,Urea,,10/2/16,DAP,280,38000,yes,10/27/16,Urea,120,22000,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2175,2175,7923,6900,Validated,Enable,2,11/23/16 11:11,1,owned,1,4204,-14.300568665339 | 16.408329109832,Autres,black,medium,flat,7335,7923,validated,11/23/16 11:12,yes,,irrigated_rice,,cash,4,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/10/16,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,Propanil et Weedone,8/14/16,1,3,80,shop,,470,market,1/3/17,2,yes,0,no,0,,yes,,irrigated_rice,cash,yes,1,0000-00-00,8/26/16,120,120,42000,,Pellital,cash,yes,Urea,,9/25/16,DAP,280,38000,yes,10/19/16,Urea,120,22000,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2176,2176,7924,5898,Validated,Enable,2,11/23/16 11:13,1,owned,1,5597,-14.300313263893 | 16.408063663068,Autres,black,medium,flat,7336,7924,validated,11/23/16 11:14,yes,,irrigated_rice,,cash,3,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/10/16,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,Propanil et Weedone,8/19/16,1,3,80,shop,,510,market,1/2/17,2,yes,0,no,0,,yes,,irrigated_rice,cash,yes,1,0000-00-00,8/25/16,120,120,42000,,Pellital,cash,yes,Urea,,9/29/16,DAP,280,38000,yes,10/23/16,Urea,120,22000,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2177,2177,7933,6985,Validated,Enable,2,10/22/16 17:57,1,owned,1,3887,-14.293725123012 | 16.417242341816,Autres,yellow,medium,flat,7361,7933,validated,11/4/16 9:22,yes,1,irrigated_rice,,cash,3,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,,5/14/16,certified,,0,120,0,350,yes,mechanized,,,yes,8,DAP/Urea,inconnu,400,no,,no,,yes,Propanil et Weedone,8/16/16,9,4,80,shop,,530,market,10/21/16,2,yes,0,no,0,,yes,1,irrigated_rice,cash,yes,0,0000-00-00,8/21/16,120,120,42000,,Pellital,cash,yes,Urea,,9/28/16,DAP,260,36500,yes,10/21/16,Urea,140,23500,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2178,2178,7934,6984,Validated,Enable,2,11/23/16 10:09,1,owned,1,5111,-14.295158890877 | 16.41949004882,Autres,brown,medium,flat,7362,7934,validated,11/23/16 10:10,yes,,irrigated_rice,,cash,3,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/10/16,traditional,,2,120,3,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,no,Propanil et Weedone,8/15/16,1,4,80,shop,,450,market,9/27/16,2,yes,0,no,0,,yes,,irrigated_rice,cash,yes,1,0000-00-00,8/25/16,120,120,42000,,Pellital,cash,yes,Urea,,9/29/16,DAP,280,39500,yes,10/18/16,Urea,120,21500,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2179,2179,7935,6996,Validated,Enable,2,10/19/16 15:31,1,owned,1,3570,-14.294593622348 | 16.420225599469,Autres,yellow,medium,flat,7363,7935,validated,11/4/16 15:01,yes,1,irrigated_rice,,cash,3,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,yes,5/10/16,traditional,,0,120,0,400,yes,mechanized,no,,yes,8,DAP/Urea,inconnu,400,no,,no,,yes,Propanil et Weedone,8/13/16,10,3,80,shop,,370,market,0000-00-00,2,no,0,no,0,,yes,,irrigated_rice,cash,yes,0,0000-00-00,8/20/16,120,120,42000,,Pellital,cash,yes,Urea,,9/28/16,DAP,270,36500,yes,10/21/16,Urea,130,23500,no,,no,0,0,bank,10%,no,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2180,2180,7936,6995,Validated,Enable,2,10/19/16 15:24,1,owned,1,3879,-14.295477778771 | 16.421363153595,Autres,yellow,medium,flat,7364,7936,validated,11/4/16 13:10,yes,1,irrigated_rice,,cash,3,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/21/16,traditional,,0,120,0,350,yes,mechanized,no,,yes,8,DAP/Urea,inconnu,400,no,,no,,yes,Propanil et Weedone,8/13/16,9,4,80,shop,,530,market,0000-00-00,2,no,0,no,0,,yes,,irrigated_rice,cash,yes,0,0000-00-00,8/20/16,120,120,42000,,Pellital,cash,yes,Urea,,9/26/16,DAP,260,39500,yes,10/23/16,Urea,140,21000,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2181,2181,7937,6994,Validated,Enable,2,10/27/16 15:44,1,owned,1,6561,-14.295277157078 | 16.421628021595,Autres,yellow,medium,flat,7663,7937,validated,10/27/16 15:43,yes,,irrigated_rice,,cash,3,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,,5/11/16,traditional,,0,120,0,350,yes,mechanized,,,yes,8,DAP/Urea,,400,,,,,yes,Propanil et Weedone,8/15/16,90,3,80,shop,,0,market,0000-00-00,0,yes,0,no,0,,yes,,irrigated_rice,cash,yes,0,0000-00-00,8/21/16,120,120,42000,,Pellital,cash,yes,Urea,,0000-00-00,DAP,0,0,yes,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2182,2182,7938,6904,Validated,Enable,2,10/27/16 15:34,1,owned,1,3620,-14.296758333333 | 16.41971,Autres,black,medium,flat,7365,7938,validated,10/27/16 15:32,yes,,irrigated_rice,,cash,3,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,,5/10/16,traditional,,2,120,0,350,yes,mechanized,,,yes,8,DAP/Urea,,400,,,,,yes,Propanil et Weedone,8/15/16,90,3,80,shop,,0,market,0000-00-00,0,yes,0,no,0,,yes,,irrigated_rice,cash,yes,0,0000-00-00,8/17/16,120,120,42000,,Pellital,cash,yes,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2183,2183,7939,7121,Validated,Enable,3,10/24/16 16:04,1,owned,1,5518,-14.325621326389 | 16.431541267942,Autres,yellowish,medium,flat,7367,7939,validated,11/23/16 9:39,yes,,irrigated_rice,,cash,4,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/5/16,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,Propanil et Weedone,8/23/16,1,4,80,shop,,530,market,1/5/17,2,yes,0,no,0,,yes,,irrigated_rice,cash,yes,1,0000-00-00,8/29/16,120,120,42000,,Pellital,cash,yes,Urea,,9/27/16,DAP,280,29000,yes,10/19/16,Urea,120,21000,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2184,2184,7940,7138,Validated,Enable,3,10/24/16 13:37,1,owned,1,4068,-14.325230884259 | 16.431970394968,Autres,black,medium,flat,7368,7940,validated,11/3/16 14:49,yes,1,irrigated_rice,,cash,3,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/10/16,traditional,,0,120,0,350,yes,mechanized,,,yes,8,DAP/Urea,inconnu,400,,,,,yes,Propanil et Weedone,8/20/16,9,3,80,shop,,370,market,0000-00-00,2,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,no,,no,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2185,2185,7941,7310,Validated,Enable,4,10/31/16 20:13,1,owned,1,3877,-14.3244472874 | 16.432395429873,Autres,yellow,medium,flat,7998,7941,validated,11/22/16 15:41,yes,,irrigated_rice,,cash,4,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/10/16,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,Propanil et Weedone,8/16/16,1,4,80,shop,,80,market,12/30/16,2,yes,0,no,0,,yes,,irrigated_rice,cash,yes,0,0000-00-00,8/30/16,120,120,42000,,Pellital,cash,yes,Urea,,9/27/16,DAP,260,23000,yes,10/23/16,Urea,140,24500,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2186,2186,7942,6993,Validated,Enable,2,11/23/16 10:07,1,owned,1,5856,-14.324821728509 | 16.432677666872,Autres,black,medium,flat,7369,7942,validated,11/23/16 10:07,yes,,irrigated_rice,,cash,3,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/10/16,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,Propanil et Weedone,8/19/16,1,4,80,shop,,410,market,9/26/16,2,yes,0,no,0,,yes,,irrigated_rice,cash,yes,0,0000-00-00,8/23/16,120,120,42000,,Pellital,cash,yes,Urea,,9/28/16,DAP,250,37500,yes,10/19/16,Urea,130,22500,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2187,2187,7943,6959,Validated,Enable,2,10/24/16 13:03,1,owned,1,3296,-14.324105758266 | 16.43334593054,Autres,yellow,medium,flat,7370,7943,validated,11/23/16 9:47,yes,,irrigated_rice,,cash,3,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/11/16,traditional,,1,120,2,400,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,Propanil et Weedone,8/22/16,1,3,80,shop,,540,market,9/27/16,2,yes,0,no,0,,yes,,irrigated_rice,cash,yes,1,0000-00-00,8/25/16,120,120,42000,,Pellital,cash,yes,,,9/28/16,DAP,280,39000,yes,10/22/16,Urea,120,21000,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2188,2188,7944,7141,Validated,Enable,2,10/24/16 13:31,1,owned,1,3364,-14.323720592263 | 16.433054043366,Autres,black,medium,flat,7371,7944,validated,11/3/16 14:56,yes,1,irrigated_rice,,cash,4,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,,5/8/16,traditional,,0,120,0,350,yes,mechanized,,,yes,8,DAP/Urea,inconnu,400,,,,,yes,Propanil et Weedone,8/21/16,9,4,80,shop,,360,market,0000-00-00,2,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,no,,no,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2189,2189,7945,7137,Validated,Enable,2,11/17/16 11:40,1,owned,1,5149,-14.323499003309 | 16.433750193584,Autres,black,medium,flat,7372,7945,validated,11/17/16 11:41,yes,1,irrigated_rice,,cash,4,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,,5/9/16,traditional,,0,120,0,350,yes,mechanized,,,yes,8,DAP/Urea,inconnu,400,no,,,,yes,Propanil et Weedone,8/20/16,9,3,80,shop,,360,market,0000-00-00,2,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,no,,no,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2190,2190,7946,6829,Validated,Enable,2,11/17/16 11:43,1,owned,1,5025,-14.323063901456 | 16.433450451071,Autres,black,medium,flat,7373,7946,validated,11/23/16 11:03,yes,,irrigated_rice,,cash,3,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/8/16,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,Propanil et Weedone,8/21/16,1,3,80,shop,,730,market,9/27/16,2,yes,0,no,0,,yes,,irrigated_rice,cash,yes,1,0000-00-00,8/30/16,120,120,42000,,Pellital,cash,yes,Urea,,8/25/16,DAP,270,37500,yes,10/16/16,Urea,120,24000,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2191,2191,7947,7302,Validated,Enable,2,10/25/16 21:07,1,family,0.97,8599,-14.295010198415 | 16.442539755964,Autres,yellow,good,flat,7374,7947,validated,10/25/16 21:08,yes,1,irrigated_rice,,all_three,4,paid,15,3500,yes,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/16/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18   46  00 UREE,400,no,,no,,yes,SAMORY,7/14/16,7,50,80,silo,,2760,market,8/15/16,2,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,97000,river
2192,2192,7948,7305,Validated,Enable,2,10/26/16 13:54,1,family,0.8,8573,-14.297896870372 | 16.442300206468,Autres,yellowish,good,flat,7376,7948,validated,10/26/16 13:55,yes,1,irrigated_rice,,all_three,4,paid,10,90000,yes,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/20/16,certified,good,15,1201,1,42000,,,,,yes,8,DAP/Urea,18   46   00,400,no,,no,,yes,Samory,7/20/16,20,50,80,shop,,2760,market,10/20/16,3,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,90000,river
2193,2193,7949,7307,Validated,Enable,2,10/26/16 13:38,1,family,0.92,8829,-14.297467197087 | 16.443430719535,Autres,mixed,medium,sloped,7377,7949,validated,10/26/16 13:39,yes,1,irrigated_rice,,all_three,4,paid,15,4500,yes,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/11/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18   46   00   UREE,400,no,,no,,yes,SAMORY,7/18/16,10,50,80,silo,,2700,market,10/20/16,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,92000,river
2194,2194,7950,7308,Validated,Enable,2,11/16/16 13:11,1,family,0.84,9103,-14.298133054898 | 16.441175425585,Autres,black,good,flat,7378,7950,validated,10/25/16 21:03,yes,1,irrigated_rice,,all_three,4,paid,10,4500,yes,no,no,no,no,no,no,no,yes,no,no,no,,yes,horse,,,,3/14/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18  46  00  UREE,0,no,,no,,yes,SAMORY,7/17/16,10,50,80,silo,,2760,market,10/20/16,2,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,84000,river
2195,2195,7951,7306,Validated,Enable,2,10/26/16 13:58,1,family,0.91,9199,-14.297739898148 | 16.440797771542,Autres,mixed,good,sloped,7379,7951,validated,10/26/16 13:59,yes,1,irrigated_rice,,all_three,3.2,paid,20,91000,yes,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/16/16,certified,goodne,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18   46   00  UREE,400,no,,no,,yes,PROPALEN   VIDEN,7/17/16,10,30,70,silo,,2400,market,9/20/16,15,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,91000,
2196,2196,7952,7303,Validated,Enable,2,10/26/16 14:02,1,family,0.99,8899,-14.295593893185 | 16.439531038373,Autres,mixed,medium,,7380,7952,validated,10/26/16 14:04,yes,1,irrigated_rice,,all_three,4,paid,15,2500,yes,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/17/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18    46  00   UREE,400,no,,no,,yes,PROPALEN,7/18/16,10,50,80,silo,,2800,market,10/20/16,2,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,99000,river
2197,2197,7953,7304,Validated,Enable,2,11/16/16 13:33,1,family,0.87,8446,-14.294792175929 | 16.441130332375,Autres,black,bad,sloped,7381,7953,validated,10/25/16 20:55,yes,1,irrigated_rice,,all_three,3.2,paid,20,3500,yes,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/25/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18   46   00  UREE,400,no,,no,,yes,PROPALEN   VIDEN,7/30/16,15,30,70,silo,,1600,market,8/20/16,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,87000,river
2198,2198,7954,7300,Validated,Enable,3,10/26/16 14:07,1,family,0.97,8439,-14.286110530421 | 16.436920191927,Autres,yellowish,medium,flat,7382,7954,validated,10/26/16 14:09,yes,1,other,market_garden,all_three,4,paid,8,97000,yes,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,1/5/16,certified,yield,5,2.5,1,125000,no,,no,,yes,12,NPK/Urea,9   23   30    UREE,600,no,,no,,yes,BESGRAM,5/2/16,7,100,40,shop,,2100,market,7/16/16,3,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,97000,river
2199,2199,7955,7301,Validated,Enable,3,10/25/16 20:50,1,family,1,9108,-14.285893027776 | 16.437517516029,Autres,yellow,good,sloped,7383,7955,validated,10/25/16 20:51,yes,1,other,market_garden,all_three,8,paid,5,0,yes,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,no,no,12/23/15,certified,yield,5,2.5,1,125000,no,,,,yes,12,NPK/Urea,9   23   30   UREE,600,no,,no,,yes,BESGRAM,5/13/16,10,200,40,shop,,7200,market,7/20/16,3,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,market_garden,NPK/Urea,,130000,river
2200,2200,7956,5548,Validated,Enable,2,11/16/16 14:03,1,family,0.97,12033,-14.286892443784 | 16.437755898933,Autres,mixed,medium,flat,7384,7956,validated,11/2/16 9:37,yes,1,,onions,all_three,8,paid,5,80000,yes,no,no,no,no,no,no,no,no,no,yes,no,,yes,horse,,,,1/3/16,certified,yield,1,2.5,1,125000,no,,no,,yes,12,NPK,9  23  30  10 10 20  UREE,600,no,,no,,yes,Besgram,5/2/16,10,200,40,shop,,6800,market,8/6/16,3,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,80000,river
2201,2201,7973,5883,Validated,Enable,2,10/31/16 17:47,1,owned,1,5245,-14.315631640218 | 16.439569349134,Autres,black,medium,flat,7398,7973,validated,11/2/16 15:15,yes,,irrigated_rice,,cash,4,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,,5/8/16,traditional,,1,120,2,350,yes,mechanized,,,yes,8,DAP/Urea,,400,no,,no,,yes,Propanil et Weedone,8/24/16,0,4,80,shop,,230,market,12/30/16,3,yes,0,no,0,,no,,,cash,yes,0,0000-00-00,0000-00-00,120,120,42000,,Pellital,cash,yes,Urea,,0000-00-00,DAP,120,24000,yes,0000-00-00,Urea,260,0,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2202,2202,7974,5875,Validated,Enable,2,11/4/16 14:41,1,owned,1,1886,-14.315205348549 | 16.439185171405,Autres,black,medium,flat,7399,7974,validated,11/3/16 13:38,yes,,irrigated_rice,,cash,5,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,,5/9/16,traditional,,0,120,0,42000,yes,mechanized,,,yes,8,DAP/Urea,inconnu,400,,,,,yes,Propanil et Weedone,8/26/16,6,4,80,shop,,0,market,0000-00-00,0,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,no,,no,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2203,2203,7975,5879,Validated,Enable,2,11/23/16 11:05,4,owned,1,3516,-14.315575983804 | 16.439180905896,Autres,brown,medium,flat,7400,7975,validated,11/23/16 11:05,yes,,irrigated_rice,,cash,4,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/6/16,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,Propanil et Weedone,8/25/16,1,4,80,shop,,390,market,1/29/17,3,yes,0,no,0,,yes,,irrigated_rice,cash,yes,1,0000-00-00,8/27/16,120,120,42000,,Pellital,cash,yes,Urea,,9/25/16,DAP,270,39500,yes,10/18/16,Urea,120,21500,no,,no,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2204,2204,7976,5235,Validated,Enable,2,11/4/16 14:50,1,owned,1,3930,-14.314973472214 | 16.439978394026,Autres,yellow,medium,flat,7401,7976,validated,10/26/16 12:38,no,,,,,0,,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
2205,2205,7977,5240,Validated,Enable,2,11/4/16 14:48,1,owned,1,4040,-14.315103043645 | 16.439979780339,Autres,black,medium,flat,7402,7977,validated,11/3/16 14:06,yes,1,irrigated_rice,,cash,4,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,no,5/9/16,traditional,,0,120,0,350,yes,mechanized,,,yes,8,DAP/Urea,inconnu,400,,,,,yes,Propanil et Weedone,8/25/16,0,3,80,shop,,360,market,0000-00-00,2,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,no,,no,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
2206,2206,7978,5872,Validated,Enable,3,10/26/16 15:26,1,owned,1,3469,-14.316713398158 | 16.440321026676,Autres,yellow,medium,flat,7626,7978,validated,11/3/16 14:01,yes,,irrigated_rice,,cash,4,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,rake_hoe,yes,horse,,yes,,5/8/16,traditional,,0,120,0,350,yes,mechanized,,,yes,8,DAP/Urea,inconnu,400,,,,,yes,Propanil et Weedone,8/24/16,0,4,80,shop,,420,market,0000-00-00,2,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,no,,no,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
