coop_name,coop_size,gender_nanmean,gender_nanmedian,gender_N,age_nanmean,age_nanmedian,age_N,years_farming_nanmean,years_farming_nanmedian,years_farming_N,num_wives_nanmean,num_wives_nanmedian,num_wives_N,wife_trades_nanmean,wife_trades_nanmedian,wife_trades_N,wife_food_crops_nanmean,wife_food_crops_nanmedian,wife_food_crops_N,wife_crafts_nanmean,wife_crafts_nanmedian,wife_crafts_N,num_children_nanmean,num_children_nanmedian,num_children_N,num_young_children_nanmean,num_young_children_nanmedian,num_young_children_N,num_older_children_nanmean,num_older_children_nanmedian,num_older_children_N,num_children_in_school_nanmean,num_children_in_school_nanmedian,num_children_in_school_N,children_working_nanmean,children_working_nanmedian,children_working_N,housing_material_nanmean,housing_material_nanmedian,housing_material_N,access_electricity_nanmean,access_electricity_nanmedian,access_electricity_N,access_drinking_water_nanmean,access_drinking_water_nanmedian,access_drinking_water_N,access_healthcare_nanmean,access_healthcare_nanmedian,access_healthcare_N,wants_credit_nanmean,wants_credit_nanmedian,wants_credit_N,credit_from_coop_nanmean,credit_from_coop_nanmedian,credit_from_coop_N,credit_from_third_party_nanmean,credit_from_third_party_nanmedian,credit_from_third_party_N,credit_from_bank_nanmean,credit_from_bank_nanmedian,credit_from_bank_N,has_loan_nanmean,has_loan_nanmedian,has_loan_N,loan_amount_nanmean,loan_amount_nanmedian,loan_amount_N,loan_rate_nanmean,loan_rate_nanmedian,loan_rate_N,has_bridge_loan_nanmean,has_bridge_loan_nanmedian,has_bridge_loan_N,bridge_loan_amount_nanmean,bridge_loan_amount_nanmedian,bridge_loan_amount_N,pledged_output_nanmean,pledged_output_nanmedian,pledged_output_N,wants_bridge_loan_nanmean,wants_bridge_loan_nanmedian,wants_bridge_loan_N,wants_bridge_loan_amount_nanmean,wants_bridge_loan_amount_nanmedian,wants_bridge_loan_amount_N,input_use_nanmean,input_use_nanmedian,input_use_N,input_cost_nanmean,input_cost_nanmedian,input_cost_N,inputs_useful_nanmean,inputs_useful_nanmedian,inputs_useful_N,interest_use_inputs_nanmean,interest_use_inputs_nanmedian,interest_use_inputs_N,interest_insurance_nanmean,interest_insurance_nanmedian,interest_insurance_N,use_ag_services_nanmean,use_ag_services_nanmedian,use_ag_services_N,ag_services_quality_nanmean,ag_services_quality_nanmedian,ag_services_quality_N,ag_services_frequency_nanmean,ag_services_frequency_nanmedian,ag_services_frequency_N,interest_ag_services_nanmean,interest_ag_services_nanmedian,interest_ag_services_N,last_price_nanmean,last_price_nanmedian,last_price_N,num_plots_nanmean,num_plots_nanmedian,num_plots_N,total_ha_nanmean,total_ha_nanmedian,total_ha_N,fraction_in_school_nanmean,fraction_in_school_nanmedian,fraction_in_school_N,fraction_in_school_binned_nanmean,fraction_in_school_binned_nanmedian,fraction_in_school_binned_N,num_older_children_binned_nanmean,num_older_children_binned_nanmedian,num_older_children_binned_N,num_young_children_binned_nanmean,num_young_children_binned_nanmedian,num_young_children_binned_N,income_nanmean,income_nanmedian,income_N,nonzero_income_nanmean,nonzero_income_nanmedian,nonzero_income_N,income_binned_nanmean,income_binned_nanmedian,income_binned_N,num_plots_binned_nanmean,num_plots_binned_nanmedian,num_plots_binned_N,years_farming_binned_nanmean,years_farming_binned_nanmedian,years_farming_binned_N,age_binned_nanmean,age_binned_nanmedian,age_binned_N,num_children_binned_nanmean,num_children_binned_nanmedian,num_children_binned_N,num_wives_binned_nanmean,num_wives_binned_nanmedian,num_wives_binned_N,education_level_binned_nanmean,education_level_binned_nanmedian,education_level_binned_N,wife_roles_nanmean,wife_roles_nanmedian,wife_roles_N,creditworthy_nanmean,creditworthy_nanmedian,creditworthy_N
PElital,56,0.32142857142857145,0.0,56.0,46.392857142857146,44.5,56.0,15.535714285714286,14.5,56.0,1.125,1.0,56,0.10714285714285714,0,56,0.16071428571428573,0,56,0.0,0,56,6.203703703703703,6.0,54.0,2.125,2.0,56,3.6964285714285716,3.0,56,1.9464285714285714,2.0,56,0.9464285714285714,0.0,56.0,1.1428571428571428,1.0,56.0,0.07142857142857142,0.0,56.0,1.3214285714285714,1.0,56.0,1.0,1.0,56.0,2.9464285714285716,3.0,56.0,1.8392857142857142,2.0,56.0,0.35714285714285715,0.0,56.0,0.0,0.0,56.0,0.0,0.0,56.0,,,0.0,,,0.0,0.0,0.0,56.0,0.0,0,56,0.03125,0.0,32.0,0.43902439024390244,0.0,41.0,15089.285714285714,0.0,56.0,3.517857142857143,4.0,56.0,111475.44642857143,112000.0,56.0,1.9107142857142858,2.0,56.0,1.9107142857142858,2.0,56.0,0.48214285714285715,0.0,56.0,1.0,1.0,56.0,1.5535714285714286,2.0,56.0,3.9285714285714284,4.0,56.0,1.3035714285714286,1.0,56.0,125.0,125.0,56.0,1.1428571428571428,1.0,56.0,0.4162499999999996,0.4,56.0,0.3334814074814075,0.2857142857142857,50.0,1.4,1.0,50.0,1.2142857142857142,1.0,56.0,0.8214285714285714,1.0,56.0,198678.57142857142,175000.0,56.0,206037.03703703705,187500.0,54.0,1.5535714285714286,2.0,56.0,0.14285714285714285,0.0,56.0,1.1428571428571428,1.0,56.0,2.142857142857143,2.0,56.0,1.037037037037037,1.0,54.0,0.8928571428571429,1.0,56.0,0.12727272727272726,0.0,55.0,0.2702702702702703,0.0,37.0,0.0,0.0,56.0
BamtaarE,15,0.3333333333333333,0.0,15.0,57.333333333333336,55.0,15.0,27.133333333333333,29.0,15.0,1.0,1.0,15,0.2,0,15,0.4666666666666667,0,15,0.0,0,15,8.2,7.0,15.0,1.3333333333333333,1.0,15,6.933333333333334,6.0,15,1.1333333333333333,1.0,15,2.8666666666666667,4.0,15.0,1.0,1.0,15.0,0.0,0.0,15.0,2.0,2.0,15.0,1.0,1.0,15.0,3.0,3.0,15.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,,,0.0,,,0.0,0.0,0.0,15.0,0.0,0,15,0.0,0.0,1.0,0.7777777777777778,1.0,9.0,21333.333333333332,0.0,15.0,3.8,4.0,15.0,58380.0,58000.0,15.0,2.0,2.0,15.0,2.0,2.0,15.0,0.13333333333333333,0.0,15.0,1.0,1.0,15.0,1.3333333333333333,1.0,15.0,4.0,4.0,15.0,1.4666666666666666,1.0,15.0,125.06666666666666,125.0,15.0,1.0666666666666667,1.0,15.0,0.23533333333333337,0.22,15.0,0.1242195767195767,0.14285714285714285,15.0,0.6,1.0,15.0,1.7333333333333334,2.0,15.0,0.6,1.0,15.0,168000.0,175000.0,15.0,168000.0,175000.0,15.0,1.6,2.0,15.0,0.06666666666666667,0.0,15.0,2.4,3.0,15.0,3.3333333333333335,3.0,15.0,1.4,1.0,15.0,0.9333333333333333,1.0,15.0,0.06666666666666667,0.0,15.0,0.8,1.0,10.0,0.0,0.0,15.0
YElitaarE,15,0.13333333333333333,0.0,15.0,39.2,39.0,15.0,11.0,9.0,15.0,0.8,1.0,15,0.13333333333333333,0,15,0.2,0,15,0.0,0,15,3.0,3.0,15.0,1.7333333333333334,2.0,15,1.4666666666666666,1.0,15,0.8,1.0,15,0.26666666666666666,0.0,15.0,1.0,1.0,15.0,0.0,0.0,15.0,2.0,2.0,15.0,1.0,1.0,15.0,3.0,3.0,15.0,1.0,1.0,15.0,0.13333333333333333,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,,,0.0,,,0.0,0.0,0.0,15.0,0.0,0,15,0.0,0.0,6.0,1.0,1.0,13.0,42333.333333333336,50000.0,15.0,3.8,4.0,15.0,63866.666666666664,62500.0,15.0,2.0,2.0,15.0,1.9333333333333333,2.0,15.0,0.2,0.0,15.0,1.0,1.0,15.0,1.2666666666666666,1.0,15.0,3.857142857142857,4.0,14.0,1.7333333333333334,2.0,15.0,125.0,125.0,15.0,1.0,1.0,15.0,0.2266666666666667,0.22,15.0,0.2265873015873016,0.26785714285714285,12.0,1.1666666666666667,1.0,12.0,0.6666666666666666,1.0,15.0,0.7333333333333333,1.0,15.0,146333.33333333334,150000.0,15.0,146333.33333333334,150000.0,15.0,1.2666666666666666,1.0,15.0,0.0,0.0,15.0,0.6,0.0,15.0,1.4666666666666666,1.0,15.0,0.3333333333333333,0.0,15.0,0.8,1.0,15.0,0.4,0.0,15.0,0.25,0.0,12.0,0.0,0.0,15.0
NANO NDIRAL,15,0.13333333333333333,0.0,15.0,44.733333333333334,47.0,15.0,15.533333333333333,14.0,15.0,0.9333333333333333,1.0,15,0.0,0,15,0.26666666666666666,0,15,0.0,0,15,4.8,5.0,15.0,1.3333333333333333,1.0,15,3.466666666666667,3.0,15,1.7333333333333334,2.0,15,1.3333333333333333,0.0,15.0,0.9333333333333333,1.0,15.0,0.0,0.0,15.0,2.0,2.0,15.0,1.0,1.0,15.0,3.0,3.0,15.0,1.0,1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,,,0.0,,,0.0,0.0,0.0,15.0,0.0,0,15,0.0,0.0,2.0,0.8571428571428571,1.0,14.0,36666.666666666664,50000.0,15.0,3.8666666666666667,4.0,15.0,61500.0,65560.0,15.0,2.0,2.0,15.0,1.8,2.0,15.0,0.06666666666666667,0.0,15.0,1.0,1.0,15.0,1.4285714285714286,1.0,14.0,3.933333333333333,4.0,15.0,1.3333333333333333,1.0,15.0,125.0,125.0,15.0,1.1333333333333333,1.0,15.0,0.25000000000000006,0.22,15.0,0.3673185941043084,0.2777777777777778,14.0,1.5,1.5,14.0,1.1333333333333333,1.0,15.0,0.7333333333333333,1.0,15.0,150666.66666666666,165000.0,15.0,150666.66666666666,165000.0,15.0,1.2666666666666666,1.0,15.0,0.13333333333333333,0.0,15.0,1.2,1.0,15.0,2.066666666666667,2.0,15.0,0.8,1.0,15.0,0.9333333333333333,1.0,15.0,0.2,0.0,15.0,0.3333333333333333,0.0,12.0,0.0,0.0,15.0
GuEdE Chantier 4,30,0.03333333333333333,0.0,30.0,53.93333333333333,58.5,30.0,25.166666666666668,25.5,30.0,1.1666666666666667,1.0,30,0.03333333333333333,0,30,0.4,0,30,0.0,0,30,8.1,7.5,30.0,2.1333333333333333,2.0,30,4.366666666666666,4.0,30,3.2333333333333334,3.0,30,1.4333333333333333,1.0,30.0,1.1333333333333333,1.0,30.0,0.8333333333333334,1.0,30.0,1.7666666666666666,2.0,30.0,1.0,1.0,30.0,2.8,3.0,30.0,1.4333333333333333,2.0,30.0,0.36666666666666664,0.0,30.0,1.3,2.0,30.0,0.7307692307692307,1.0,26.0,195582.27272727274,165000.0,22.0,8.052631578947368,7.0,19.0,39333.333333333336,0.0,30.0,38833.333333333336,0,30,0.0,0.0,9.0,0.6538461538461539,1.0,26.0,72333.33333333333,50000.0,30.0,3.8333333333333335,4.0,30.0,151741.37931034484,150000.0,29.0,1.5333333333333334,2.0,30.0,1.1333333333333333,1.0,30.0,0.5666666666666667,0.0,30.0,1.0,1.0,30.0,1.0666666666666667,1.0,30.0,3.3,3.0,30.0,1.1333333333333333,1.0,30.0,132.43333333333334,125.0,30.0,1.0666666666666667,1.0,30.0,0.8823333333333333,0.5,30.0,0.3987173745794435,0.3333333333333333,29.0,1.6551724137931034,2.0,29.0,1.4,1.0,30.0,0.9,1.0,30.0,208566.66666666666,199500.0,30.0,215758.62068965516,224000.0,29.0,1.5333333333333334,2.0,30.0,0.06666666666666667,0.0,30.0,2.1666666666666665,2.0,30.0,2.7666666666666666,3.0,30.0,1.3666666666666667,1.5,30.0,1.1333333333333333,1.0,30.0,0.36666666666666664,0.0,30.0,0.41379310344827586,0.0,29.0,0.76,1.0,25.0
GuEdE Chantier 3,39,0.05128205128205128,0.0,39.0,53.07692307692308,54.0,39.0,28.692307692307693,27.0,39.0,1.205128205128205,1.0,39,0.23076923076923078,0,39,0.3333333333333333,0,39,0.0,0,39,8.72972972972973,8.0,37.0,2.282051282051282,3.0,39,5.0,4.0,39,4.3076923076923075,4.0,39,1.0769230769230769,1.0,39.0,1.1282051282051282,1.0,39.0,0.717948717948718,1.0,39.0,1.641025641025641,2.0,39.0,1.0,1.0,39.0,2.5641025641025643,3.0,39.0,1.2564102564102564,2.0,39.0,0.15384615384615385,0.0,39.0,1.0789473684210527,1.0,38.0,0.631578947368421,1.0,38.0,217969.28,134160.0,25.0,6.7,7.0,20.0,79076.92307692308,0.0,39.0,79076.92307692308,0,39,0.0,0.0,18.0,0.41935483870967744,0.0,31.0,90487.17948717948,40000.0,39.0,3.8974358974358974,4.0,39.0,146147.2972972973,108000.0,37.0,1.5263157894736843,2.0,38.0,0.9736842105263158,1.0,38.0,0.7631578947368421,0.0,38.0,1.0,1.0,38.0,1.1578947368421053,1.0,38.0,3.4473684210526314,3.0,38.0,1.2105263157894737,1.0,38.0,123.8974358974359,125.0,39.0,0.9743589743589743,1.0,39.0,0.6651282051282051,0.44,39.0,0.48792003397266565,0.4444444444444444,37.0,2.0,2.0,37.0,1.4615384615384615,1.0,39.0,0.7948717948717948,1.0,39.0,189434.87179487178,153000.0,39.0,205221.11111111112,155000.0,36.0,1.358974358974359,1.0,39.0,0.0,0.0,39.0,2.358974358974359,2.0,39.0,2.871794871794872,3.0,39.0,1.4594594594594594,2.0,37.0,1.205128205128205,1.0,39.0,0.23684210526315788,0.0,38.0,0.6111111111111112,1.0,36.0,0.6857142857142857,1.0,35.0
GuEdE Chantier 12,39,0.1282051282051282,0.0,39.0,56.15384615384615,58.0,39.0,30.076923076923077,30.0,39.0,1.5384615384615385,2.0,39,0.1794871794871795,0,39,0.07692307692307693,0,39,0.0,0,39,8.473684210526315,8.0,38.0,2.6666666666666665,3.0,39,4.743589743589744,4.0,39,3.128205128205128,2.0,39,0.9487179487179487,1.0,39.0,1.1025641025641026,1.0,39.0,0.5641025641025641,1.0,39.0,1.641025641025641,2.0,39.0,0.9230769230769231,1.0,39.0,2.6153846153846154,3.0,39.0,1.1538461538461537,2.0,39.0,0.1794871794871795,0.0,39.0,1.435897435897436,1.0,39.0,1.0,1.0,39.0,254362.05128205128,310000.0,39.0,7.0,7.0,38.0,20705.128205128207,0.0,39.0,32243.589743589742,0,39,0.13793103448275862,0.0,29.0,0.15625,0.0,32.0,48278.46153846154,0.0,39.0,3.923076923076923,4.0,39.0,206131.02564102566,323400.0,39.0,1.3846153846153846,2.0,39.0,0.8205128205128205,1.0,39.0,0.8974358974358975,0.0,39.0,1.0,1.0,39.0,1.0769230769230769,1.0,39.0,3.4358974358974357,3.0,39.0,1.0769230769230769,1.0,39.0,125.0,125.0,39.0,1.0,1.0,39.0,0.8538461538461538,1.0,39.0,0.3650353403836376,0.3333333333333333,37.0,1.5675675675675675,2.0,37.0,1.358974358974359,1.0,39.0,0.9487179487179487,1.0,39.0,264564.10256410256,225000.0,39.0,271526.3157894737,225000.0,38.0,1.7435897435897436,2.0,39.0,0.0,0.0,39.0,2.4871794871794872,3.0,39.0,3.0,3.0,39.0,1.4210526315789473,2.0,38.0,1.3846153846153846,2.0,39.0,0.1794871794871795,0.0,39.0,0.29411764705882354,0.0,34.0,1.0,1.0,39.0
GuEdE Chantier 1,36,0.08333333333333333,0.0,36.0,49.77777777777778,48.0,36.0,24.694444444444443,25.0,36.0,1.1944444444444444,1.0,36,0.05555555555555555,0,36,0.2222222222222222,0,36,0.0,0,36,6.6571428571428575,6.0,35.0,2.5,3.0,36,4.277777777777778,3.0,36,2.388888888888889,2.0,36,0.7142857142857143,0.0,35.0,1.1111111111111112,1.0,36.0,0.6111111111111112,1.0,36.0,1.5833333333333333,2.0,36.0,1.0833333333333333,1.0,36.0,2.638888888888889,3.0,36.0,1.25,2.0,36.0,0.19444444444444445,0.0,36.0,1.4166666666666667,1.0,36.0,1.0,1.0,36.0,221307.63888888888,189100.0,36.0,7.185185185185185,7.0,27.0,57500.0,0.0,36.0,59611.11111111111,0,36,0.25925925925925924,0.0,27.0,0.17142857142857143,0.0,35.0,63222.22222222222,0.0,36.0,4.0,4.0,36.0,207710.41666666666,213300.0,36.0,1.6666666666666667,2.0,36.0,1.1388888888888888,1.0,36.0,0.6944444444444444,0.0,36.0,1.0,1.0,36.0,1.3611111111111112,1.0,36.0,3.4285714285714284,3.0,35.0,1.25,1.0,36.0,125.0,125.0,36.0,1.0,1.0,36.0,0.7455555555555555,0.96,36.0,0.3695226995226995,0.375,35.0,1.6285714285714286,2.0,35.0,1.1944444444444444,1.0,36.0,0.8888888888888888,1.0,36.0,293555.55555555556,232500.0,36.0,293555.55555555556,232500.0,36.0,2.0555555555555554,2.0,36.0,0.0,0.0,36.0,2.1666666666666665,2.0,36.0,2.5,2.0,36.0,1.1428571428571428,1.0,35.0,1.1388888888888888,1.0,36.0,0.19444444444444445,0.0,36.0,0.28125,0.0,32.0,1.0,1.0,36.0
GuEdE village,210,0.22857142857142856,0.0,210.0,46.304761904761904,46.0,210.0,20.957142857142856,20.0,210.0,0.8857142857142857,1.0,210,0.24761904761904763,0,210,0.3047619047619048,0,210,0.023809523809523808,0,210,5.695238095238095,6.0,210.0,1.7333333333333334,2.0,210,2.823809523809524,2.0,210,2.276190476190476,2.0,210,0.8480392156862745,1.0,204.0,1.0476190476190477,1.0,210.0,0.5714285714285714,1.0,210.0,1.1523809523809523,1.0,210.0,1.3095238095238095,1.0,210.0,2.742857142857143,3.0,210.0,1.4190476190476191,2.0,210.0,0.7272727272727273,0.0,209.0,1.2333333333333334,1.0,210.0,0.8497409326424871,1.0,193.0,161804.44785276073,122000.0,163.0,6.982954545454546,7.0,176.0,53052.645933014355,2500.0,209.0,65380.95238095238,3750,210,0.032467532467532464,0.0,154.0,0.4269005847953216,0.0,171.0,57730.14354066986,10000.0,209.0,3.080952380952381,4.0,210.0,96953.74396135265,98500.0,207.0,1.5528846153846154,2.0,208.0,1.3495145631067962,1.0,206.0,0.9809523809523809,1.0,210.0,1.0,1.0,209.0,1.6142857142857143,1.0,210.0,2.895238095238095,3.0,210.0,1.4660194174757282,2.0,206.0,122.71428571428571,125.0,210.0,1.2523809523809524,1.0,210.0,0.6583606557377049,0.4,61.0,0.4062939836184619,0.3333333333333333,186.0,1.6827956989247312,2.0,186.0,0.9904761904761905,1.0,210.0,0.7142857142857143,1.0,210.0,165500.0,100000.0,209.0,193237.43016759778,125000.0,179.0,0.9904306220095693,1.0,209.0,0.18571428571428572,0.0,210.0,1.680952380952381,2.0,210.0,2.138095238095238,2.0,210.0,0.9857142857142858,1.0,210.0,0.8142857142857143,1.0,210.0,0.2780487804878049,0.0,205.0,0.5314685314685315,0.0,143.0,0.8961748633879781,1.0,183.0
GIE MCA,385,0.3116883116883117,0.0,385.0,45.833333333333336,47.0,384.0,13.244155844155845,15.0,385.0,0.8701298701298701,1.0,385,0.14285714285714285,0,385,0.06233766233766234,0,385,0.025974025974025976,0,385,5.252604166666667,5.0,384.0,2.057142857142857,2.0,385,1.955844155844156,2.0,385,0.987012987012987,1.0,385,0.5026178010471204,0.0,382.0,1.081578947368421,1.0,380.0,0.031331592689295036,0.0,383.0,1.0364583333333333,1.0,384.0,0.6614583333333334,1.0,384.0,2.1041666666666665,2.0,384.0,0.5078125,0.0,384.0,0.3567708333333333,0.0,384.0,1.62565445026178,2.0,382.0,0.9021739130434783,1.0,368.0,126913.93577981651,90000.0,327.0,7.893371757925072,7.0,347.0,56259.40731070496,20000.0,383.0,77814.68311688311,30000,385,0.037142857142857144,0.0,350.0,0.14016172506738545,0.0,371.0,63508.47780678851,30000.0,383.0,3.7362924281984333,4.0,383.0,39632.26737967914,17000.0,374.0,1.1675531914893618,1.0,376.0,0.8147138964577657,1.0,367.0,1.1096605744125327,1.0,383.0,1.010443864229765,1.0,383.0,1.2663185378590078,1.0,383.0,3.870619946091644,4.0,371.0,1.1692708333333333,1.0,384.0,122.25520833333333,125.0,384.0,1.0727272727272728,1.0,385.0,0.5905960264900666,0.44,302.0,0.16956081308942367,0.13333333333333333,367.0,0.8283378746594006,1.0,367.0,0.8389610389610389,1.0,385.0,0.8363636363636363,1.0,385.0,162990.86413043478,125500.0,368.0,180664.57228915664,143500.0,332.0,1.0896739130434783,1.0,368.0,0.06233766233766234,0.0,385.0,0.922077922077922,1.0,385.0,2.0989583333333335,2.0,384.0,0.8932291666666666,1.0,384.0,0.8311688311688312,1.0,385.0,0.07446808510638298,0.0,376.0,0.2926829268292683,0.0,246.0,0.9764705882352941,1.0,340.0
Aere barobe,99,0.0707070707070707,0.0,99.0,53.27272727272727,53.0,99.0,15.555555555555555,16.0,99.0,1.121212121212121,1.0,99,0.4444444444444444,0,99,0.030303030303030304,0,99,0.010101010101010102,0,99,6.708333333333333,6.0,96.0,1.3434343434343434,0.0,99,1.9898989898989898,0.0,99,3.121212121212121,2.0,99,1.1789473684210525,1.0,95.0,1.7171717171717171,2.0,99.0,0.6666666666666666,1.0,99.0,1.7373737373737375,2.0,99.0,0.30612244897959184,0.0,98.0,3.0306122448979593,3.0,98.0,0.10101010101010101,0.0,99.0,1.010204081632653,1.0,98.0,1.878787878787879,2.0,99.0,1.0,1.0,95.0,316161.61616161617,320000.0,99.0,5.410526315789474,5.0,95.0,29494.949494949495,0.0,99.0,25353.535353535353,0,99,0.01020408163265306,0.0,98.0,0.6701030927835051,1.0,97.0,53989.89898989899,50000.0,99.0,4.0,4.0,98.0,352959.595959596,370000.0,99.0,1.9591836734693877,2.0,98.0,1.9898989898989898,2.0,99.0,1.9595959595959596,2.0,99.0,1.0101010101010102,1.0,99.0,0.020202020202020204,0.0,99.0,0.6938775510204082,1.0,98.0,1.9680851063829787,2.0,94.0,118.23232323232324,120.0,99.0,2.5757575757575757,3.0,99.0,0.956969696969697,0.96,99.0,0.4114636800547504,0.3333333333333333,89.0,1.6741573033707866,2.0,89.0,0.5050505050505051,0.0,99.0,0.48484848484848486,0.0,99.0,241666.66666666666,250000.0,99.0,254521.27659574468,250000.0,94.0,1.8484848484848484,2.0,99.0,0.9797979797979798,1.0,99.0,1.303030303030303,1.0,99.0,2.808080808080808,3.0,99.0,1.125,1.0,96.0,1.0808080808080809,1.0,99.0,0.3541666666666667,0.0,96.0,0.5119047619047619,0.5,84.0,1.0,1.0,95.0
WALALDE,22,0.18181818181818182,0.0,22.0,51.5,52.5,22.0,11.636363636363637,10.0,22.0,1.0,1.0,22,0.2727272727272727,0,22,0.045454545454545456,0,22,0.045454545454545456,0,22,5.954545454545454,4.5,22.0,3.0,2.0,22,1.0454545454545454,1.0,22,1.6363636363636365,1.5,22,2.1363636363636362,2.0,22.0,1.0454545454545454,1.0,22.0,0.09090909090909091,0.0,22.0,0.6363636363636364,0.0,22.0,0.18181818181818182,0.0,22.0,3.409090909090909,3.0,22.0,0.045454545454545456,0.0,22.0,0.8636363636363636,1.0,22.0,1.5,2.0,22.0,0.75,1.0,20.0,253176.4705882353,320000.0,17.0,5.4,5.0,15.0,28863.636363636364,0.0,22.0,28863.636363636364,0,22,0.0,0.0,21.0,1.0,1.0,21.0,90909.09090909091,100000.0,22.0,4.0,4.0,21.0,293619.04761904763,370000.0,21.0,1.6363636363636365,2.0,22.0,1.7727272727272727,2.0,22.0,1.8181818181818181,2.0,22.0,0.7619047619047619,1.0,21.0,0.0,0.0,22.0,0.0,0.0,22.0,1.7727272727272727,2.0,22.0,113.80952380952381,120.0,21.0,1.2272727272727273,1.0,22.0,1.2281818181818183,0.9,22.0,0.27456520088099035,0.2,19.0,1.2105263157894737,1.0,19.0,0.5454545454545454,1.0,22.0,0.8636363636363636,1.0,22.0,149090.9090909091,100000.0,22.0,149090.9090909091,100000.0,22.0,1.1363636363636365,1.0,22.0,0.2727272727272727,0.0,22.0,0.8636363636363636,1.0,22.0,2.6818181818181817,3.0,22.0,0.9545454545454546,1.0,22.0,1.0,1.0,22.0,0.14285714285714285,0.0,21.0,0.3333333333333333,0.0,18.0,0.8333333333333334,1.0,18.0
DIAYNGUA PEULH,62,0.04838709677419355,0.0,62.0,50.38709677419355,49.0,62.0,12.274193548387096,10.0,62.0,1.3064516129032258,1.0,62,0.0,0,62,0.016129032258064516,0,62,0.0,0,62,6.39344262295082,6.0,61.0,1.1774193548387097,1.0,62,1.2419354838709677,1.0,62,0.7096774193548387,0.0,62,1.8333333333333333,1.0,60.0,0.9838709677419355,1.0,62.0,0.0,0.0,62.0,1.032258064516129,1.0,62.0,0.0,0.0,62.0,3.2903225806451615,3.0,62.0,0.03225806451612903,0.0,62.0,1.1612903225806452,1.0,62.0,2.0,2.0,62.0,1.0,1.0,62.0,304838.70967741933,310000.0,62.0,5.016129032258065,5.0,62.0,1209.6774193548388,0.0,62.0,1209.6774193548388,0,62,0.06557377049180328,0.0,61.0,0.9838709677419355,1.0,62.0,96775.80645161291,100000.0,62.0,4.0,4.0,62.0,359532.2580645161,380000.0,62.0,1.967741935483871,2.0,62.0,2.0,2.0,62.0,1.967741935483871,2.0,62.0,0.9516129032258065,1.0,62.0,0.0,0.0,62.0,0.0,0.0,62.0,1.967741935483871,2.0,62.0,108.06451612903226,100.0,62.0,1.1612903225806452,1.0,62.0,0.8975806451612903,0.895,62.0,0.12490892531876141,0.0,61.0,0.5901639344262295,0.0,61.0,0.6451612903225806,1.0,62.0,0.7903225806451613,1.0,62.0,215000.0,120000.0,62.0,225932.2033898305,120000.0,59.0,1.2096774193548387,1.0,62.0,0.04838709677419355,0.0,62.0,1.0161290322580645,1.0,62.0,2.5483870967741935,2.0,62.0,1.1967213114754098,1.0,61.0,1.2580645161290323,1.0,62.0,0.0,0.0,62.0,0.016666666666666666,0.0,60.0,1.0,1.0,62.0
RossbEthio,20,0.95,1.0,20.0,49.68421052631579,52.0,19.0,17.1,8.5,20.0,0.0,0.0,20,0.0,0,20,0.0,0,20,0.0,0,20,4.7,5.0,20.0,0.7,0.0,20,2.25,2.0,20,2.4,1.5,20,1.105263157894737,0.0,19.0,1.45,1.0,20.0,0.9,1.0,20.0,1.75,2.0,20.0,0.7894736842105263,1.0,19.0,3.8,4.0,20.0,0.1,0.0,20.0,0.0,0.0,20.0,0.15,0.0,20.0,0.05263157894736842,0.0,19.0,200000.0,200000.0,2.0,7.0,7.0,1.0,0.0,0.0,20.0,0.0,0,20,0.0,0.0,3.0,0.95,1.0,20.0,82500.0,100000.0,20.0,4.0,4.0,20.0,128559.07142857143,105872.0,14.0,2.0,2.0,20.0,2.0,2.0,20.0,1.9,2.0,20.0,1.0,1.0,20.0,2.85,3.0,20.0,3.85,4.0,20.0,2.0,2.0,20.0,80.5,100.0,20.0,2.4210526315789473,1.0,19.0,2.2350000000000003,0.5,20.0,0.46038359788359784,0.5142857142857142,18.0,1.6666666666666667,2.5,18.0,0.85,1.0,20.0,0.45,0.0,20.0,20000.0,0.0,20.0,200000.0,200000.0,2.0,0.15,0.0,20.0,0.42105263157894735,0.0,19.0,1.05,0.5,20.0,2.5789473684210527,3.0,19.0,0.8,1.0,20.0,0.0,0.0,20.0,0.1111111111111111,0.0,18.0,,,0.0,0.05555555555555555,0.0,18.0
